<<<<<<< HEAD
Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;GBH;GBD;GBA;IWH;IWD;IWA;SBH;SBD;SBA;SYH;SYD;SYA;WHH;WHD;WHA;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21
D1,04/08/01,Bayern Munich,Schalke 04,3,0,H,3,0,H,63000,Herbert Fandel ,15,6,9,3,1,0,4,6,13,17,3,1,2,4,0,0,20,40,,,,1.7,3.1,3.8,1.5,3.4,6,1.57,3.5,5,1.67,3.4,4.5,1.61,3.5,4.5
D1,04/08/01,FC Koln,Munich 1860,2,0,H,0,0,D,32000,Alfons Berg ,12,4,7,2,1,1,5,3,10,8,1,1,1,1,0,0,10,10,,,,1.9,2.9,3.2,1.8,3.25,3.75,1.67,3.3,4.5,1.8,3.4,3.75,1.66,3.4,4.33
D1,04/08/01,Hamburg,Stuttgart,2,0,H,1,0,H,39036,Lutz Wagner ,17,13,6,4,1,0,5,4,21,17,2,4,1,0,0,0,10,0,,,,1.8,3,3.5,1.91,3.25,3.4,1.67,3.4,4.5,1.73,3.25,4.33,,,
D1,04/08/01,Hansa Rostock,Leverkusen,0,3,A,0,1,A,25000,Florian Meyer ,14,9,5,3,0,1,5,7,12,14,2,3,3,4,0,0,30,40,,,,2.9,2.9,2.1,2.8,3.2,2.2,2.9,3.3,2.1,3.25,3,2.1,2.8,3.2,2.2
D1,04/08/01,Hertha,Dortmund,0,2,A,0,0,D,55000,Helmut Fleischer ,16,11,3,7,1,0,10,4,14,20,0,3,2,1,0,0,20,10,,,,2.2,2.9,2.7,2.1,3.4,2.8,2.25,3.2,2.75,2.25,3,3,2.25,3.3,2.62
D1,04/08/01,Werder Bremen,Cottbus,3,2,H,1,2,A,25000,J\F6rg Kessler ,23,10,5,3,0,0,9,3,9,21,4,4,2,5,0,0,20,50,,,,1.5,3.4,4.7,1.5,3.4,6,1.53,3.4,5.75,1.62,3.4,5,1.53,3.4,5.5
D1,04/08/01,Wolfsburg,St Pauli,1,1,D,0,1,A,11000,Wolfgang Stark ,31,12,18,6,0,1,13,1,18,15,3,1,2,2,0,0,20,20,,,,1.5,3.4,4.7,1.57,3.25,5.5,1.45,3.6,6.5,,,,1.5,3.6,5.5
D1,05/08/01,Kaiserslautern,M'gladbach,3,2,H,0,0,D,41582,Peter Sippel ,18,8,8,4,0,1,7,0,16,18,1,4,1,2,0,0,10,20,,,,1.65,3.2,3.9,1.57,3.5,5,1.57,3.4,5.25,1.57,3.6,5,1.57,3.5,5
D1,05/08/01,Nurnberg,Freiburg,2,0,H,1,0,H,33000,J\FCrgen Jansen ,21,5,7,3,1,0,9,5,20,25,2,3,1,2,0,0,10,20,,,,2.2,2.9,2.7,2.4,3.25,2.5,2.38,3.1,2.62,2.38,3.2,2.62,2.25,3.2,2.75
D1,11/08/01,Cottbus,Nurnberg,1,0,H,1,0,H,15702,Peter Gagelmann ,7,10,2,4,1,1,4,7,25,17,2,4,3,3,0,0,30,30,,,,1.85,2.9,3.4,1.8,3.25,3.75,,,,1.91,3.2,3.6,2,3.2,3.2
D1,11/08/01,Dortmund,Wolfsburg,4,0,H,3,0,H,66000,Franz-Xaver Wack ,12,7,3,5,0,0,6,1,10,19,2,1,1,1,0,0,10,10,,,,1.4,3.6,5.5,1.4,3.75,7,,,,1.4,4,6.5,1.28,4.33,8.5
D1,11/08/01,Freiburg,Hertha,1,3,A,0,2,A,22000,Herbert Fandel ,18,14,4,10,1,0,3,1,13,24,1,0,1,3,0,1,10,55,,,,2.3,2.9,2.5,2.25,3.2,2.75,,,,2.38,3,2.75,2.3,3.1,2.75
D1,11/08/01,Kaiserslautern,FC Koln,2,1,H,2,0,H,41000,Uwe Kemmling ,18,9,6,4,1,0,8,3,23,18,2,3,1,3,0,0,10,30,,,,1.7,3.1,3.8,1.57,3.5,5,,,,1.67,3.4,4.5,1.61,3.3,5
D1,11/08/01,Leverkusen,Bayern Munich,1,1,D,0,0,D,22500,Hellmut Krug ,10,6,5,3,1,1,6,2,28,27,13,2,3,5,0,0,30,50,,,,2.3,2.9,2.5,2.37,3.2,2.6,,,,2.5,3,2.6,2.4,3.1,2.6
D1,11/08/01,Munich 1860,Hamburg,1,1,D,0,1,A,22000,Edgar Steinborn ,15,13,5,6,0,0,5,10,20,19,2,2,0,1,0,0,0,10,,,,2.2,2.9,2.7,2.37,3.2,2.6,,,,2.38,3.2,2.6,2.37,3.1,2.62
D1,11/08/01,Stuttgart,Werder Bremen,0,0,D,0,0,D,17500,Torsten Koop ,10,10,5,4,0,1,5,5,20,15,1,5,1,2,0,0,10,20,,,,2.1,2.9,2.9,2,3.2,3.2,,,,2.1,3.25,3,2.2,3.2,2.8
D1,12/08/01,M'gladbach,Schalke 04,0,0,D,0,0,D,34500,Lutz Michael Fr\F6hlich ,21,6,5,2,1,0,9,5,17,19,1,0,2,1,0,0,20,10,,,,2.4,2.9,2.4,2.4,3.25,2.5,,,,2.6,3.2,2.38,2.5,3.1,2.5
D1,12/08/01,St Pauli,Hansa Rostock,0,1,A,0,1,A,19000,Michael Weiner ,17,13,5,6,3,0,6,6,24,24,0,1,3,3,0,0,30,30,,,,2,2.9,3,2,3.2,3.2,,,,2.1,3.25,3,2,3.2,3.2
D1,18/08/01,Bayern Munich,St Pauli,2,0,H,2,0,H,50000,J\FCrgen Jansen ,18,6,9,4,1,0,8,8,12,21,5,1,1,2,0,0,10,20,,,,1.2,4.7,9,1.2,5,11,,,,1.2,5,11,1.22,5,9.5
D1,18/08/01,Hamburg,Kaiserslautern,2,3,A,0,3,A,42000,Helmut Fleischer,21,10,9,5,0,0,2,2,16,16,5,0,2,1,0,0,20,10,,,,2,2.9,3,2.2,3.25,2.75,,,,2.25,3.2,2.75,2.1,3.2,3
D1,18/08/01,Hansa Rostock,Dortmund,0,2,A,0,2,A,25000,Hermann Albrecht,6,11,3,7,0,0,4,6,14,18,0,2,2,2,0,0,20,20,,,,3.2,2.9,1.9,3.5,3.2,1.91,,,,3.6,3.4,1.8,3.75,3.3,1.8
D1,18/08/01,Nurnberg,Stuttgart,2,4,A,1,1,D,40000,Florian Meyer,9,15,3,10,1,0,6,4,19,17,4,4,4,2,0,0,40,20,,,,2.1,2.9,2.9,2,3.2,3.2,,,,2,3.2,3.2,2,3.2,3.2
D1,18/08/01,Schalke 04,Leverkusen,3,3,D,2,0,H,60000,Alfons Berg,9,11,6,7,1,1,8,7,15,30,2,2,3,2,0,0,30,20,,,,2.1,2.9,2.9,2.2,3.25,2.75,,,,2.2,3,3,2.2,3.1,2.87
D1,18/08/01,Werder Bremen,Munich 1860,1,3,A,1,2,A,28000,J\FCrgen Aust ,15,11,5,8,1,1,11,1,20,16,1,1,5,2,0,1,50,45,,,,1.75,3.1,3.6,1.5,3.4,6,,,,1.62,3.5,4.5,1.66,3.3,4.5
D1,18/08/01,Wolfsburg,Freiburg,1,1,D,0,1,A,16000,Edgar Steinborn,17,10,10,4,0,1,5,4,29,25,2,3,3,0,0,0,30,0,,,,1.9,2.9,3.2,1.91,3.25,3.4,,,,1.91,3.25,3.4,2,3.2,3.2
D1,19/08/01,FC Koln,M'gladbach,0,2,A,0,0,D,42000,Lutz Wagner,12,13,4,5,0,0,4,6,22,34,4,4,2,4,0,0,20,40,,,,2,2.9,3,1.91,3.25,3.4,,,,1.8,3.25,3.75,2,3.3,3.1
D1,19/08/01,Hertha,Cottbus,2,3,A,1,0,H,40000,Wolfgang Stark,15,11,5,3,1,1,5,5,10,23,3,1,1,3,0,0,10,30,,,,1.45,3.5,5,1.44,3.5,7,,,,1.4,3.75,7,1.36,3.75,8
D1,21/08/01,Schalke 04,Hansa Rostock,3,1,H,1,1,D,60204,Uwe Kemmling ,16,9,6,4,3,1,4,4,12,18,2,0,2,4,1,1,45,65,,,,1.4,3.6,5.5,1.57,3.5,5,,,,,,,1.4,3.6,7.5
D1,08/09/01,Cottbus,Wolfsburg,3,3,D,2,2,D,14000,Peter Sippel,11,8,3,2,3,0,7,10,13,14,0,4,2,3,0,0,20,30,,,,2,2.9,3,1.8,3.25,3.75,1.91,3.2,3.5,1.8,3.25,3.75,1.83,3.3,3.6
D1,08/09/01,Dortmund,Bayern Munich,0,2,A,0,1,A,68900,Lutz-Michael Froehlich,12,5,4,4,0,0,5,4,25,22,3,3,1,2,0,0,10,20,,,,2.1,2.9,2.9,2.25,3.4,2.62,2.2,3.2,2.8,2.2,3.2,2.8,2.1,3.2,3
D1,08/09/01,Freiburg,Hansa Rostock,1,1,D,0,0,D,25000,Hellmut Krug,18,13,10,5,2,0,5,3,8,16,5,6,1,1,0,0,10,10,,,,1.7,3.1,3.8,1.73,3.4,4,1.67,3.25,4.5,1.73,3.4,4,1.66,3.3,4.5
D1,08/09/01,M'gladbach,Leverkusen,0,1,A,0,1,A,30184,Hartmut Strampe,28,7,17,5,2,0,13,2,14,19,2,8,1,3,0,0,10,30,,,,2.4,2.9,2.4,2.6,3.2,2.37,,,,2.62,3.2,2.38,2.62,3.1,2.37
D1,08/09/01,Munich 1860,Nurnberg,1,0,H,0,0,D,35000,Knut Kircher,11,9,5,3,0,0,5,3,15,17,5,0,1,1,0,0,10,10,,,,1.7,3.1,3.8,1.73,3.4,4,1.75,3.2,4.2,1.73,3.4,4,1.66,3.3,4.5
D1,08/09/01,St Pauli,Schalke 04,0,2,A,0,1,A,20725,J\F6rg Kessler ,9,6,4,3,0,0,6,2,11,12,3,7,0,2,0,0,0,20,,,,3,2.9,2,2.87,3.25,2.1,3.1,3.1,2.1,3,3.2,2.1,3,3.2,2.1
D1,08/09/01,Stuttgart,Hertha,0,0,D,0,0,D,20500,Peter Gagelmann,4,7,2,1,0,0,0,4,13,24,2,7,4,4,1,0,65,40,,,,2.3,2.9,2.5,2.2,3.2,2.8,2.4,3.1,2.6,2.38,3.2,2.62,2.37,3.1,2.62
D1,09/09/01,FC Koln,Hamburg,2,1,H,0,1,A,30000,Herbert Fandel,23,11,5,4,0,1,8,3,14,22,1,0,1,1,0,0,10,10,,,,2.2,2.9,2.7,2,3.25,3.2,2.2,3.1,2.9,2.2,3.2,2.8,2.2,3.25,2.75
D1,09/09/01,Kaiserslautern,Werder Bremen,2,1,H,0,1,A,41582,Hermann Albrecht,17,10,10,4,0,0,8,6,15,19,1,4,1,5,0,0,10,50,,,,1.7,3.1,3.8,1.57,3.75,4.5,1.62,3.3,5,1.67,3.25,4.5,1.66,3.3,4.5
D1,15/09/01,Bayern Munich,Freiburg,1,0,H,0,0,D,40000,Michael Weiner,26,5,11,1,0,0,10,4,21,12,3,5,1,1,0,0,10,10,,,,1.3,4,7,1.3,4.5,7.5,1.3,4.33,8,1.3,4.33,8,1.28,4.5,8
D1,15/09/01,Hamburg,M'gladbach,3,3,D,2,1,H,53000,Hellmut Krug,9,12,5,7,0,0,8,6,15,19,2,1,3,1,0,0,30,10,,,,1.75,3.1,3.6,1.91,3.25,3.4,,,,1.8,3.25,3.75,1.83,3.3,3.6
D1,15/09/01,Leverkusen,St Pauli,3,1,H,1,0,H,20000,Uwe Kemmling,17,4,6,2,0,0,8,1,16,20,3,3,5,4,1,0,75,40,,,,1.25,4.3,8,1.2,5,11,1.25,4.75,9,1.3,4.33,8,1.28,4.5,8
D1,15/09/01,Nurnberg,Kaiserslautern,0,2,A,0,0,D,30000,Torsten Koop,10,5,4,3,0,1,10,5,11,23,3,5,3,1,0,0,30,10,,,,2.7,2.9,2.2,2.87,3.25,2.1,2.75,3.2,2.25,2.5,3.25,2.38,2.62,3.2,2.3
D1,15/09/01,Schalke 04,Dortmund,1,0,H,1,0,H,60204,Herbert Fandel,12,9,6,3,1,1,3,6,27,26,2,2,1,4,0,0,10,40,,,,2.2,2.8,2.8,2.2,3.25,2.75,2.4,3.1,2.62,2.38,3.25,2.5,2.4,2.87,2.8
D1,15/09/01,Werder Bremen,FC Koln,1,1,D,0,1,A,26700,Florian Meyer,16,7,9,5,1,0,6,2,18,13,3,1,3,2,0,0,30,20,,,,1.8,3,3.5,1.8,3.25,3.75,1.83,3.2,3.8,1.83,3.2,3.75,1.72,3.4,4
D1,15/09/01,Wolfsburg,Stuttgart,0,2,A,0,1,A,12500,J\FCrgen Aust,9,5,3,5,0,0,1,1,19,14,4,0,3,1,0,0,30,10,,,,2,2.9,3,2.1,3.25,2.87,2.1,3,3.2,2.1,3.2,3,2.1,3.2,3
D1,16/09/01,Hansa Rostock,Cottbus,0,0,D,0,0,D,23000,Helmut Fleischer,13,7,7,3,0,0,10,4,10,15,1,2,1,3,0,1,10,55,,,,1.9,2.9,3.2,2.1,3.2,3,2,3.2,3.2,2.1,3.2,3,2.1,3.1,3.1
D1,16/09/01,Hertha,Munich 1860,2,1,H,0,1,A,30000,Lutz Wagner ,15,6,7,3,0,0,9,3,20,23,0,2,1,4,1,2,35,90,,,,1.6,3.2,4.2,1.61,3.5,4.5,1.62,3.4,4.75,1.73,3.4,4,1.53,3.3,5
D1,22/09/01,Cottbus,Bayern Munich,0,3,A,0,2,A,20500,J\FCrgen Aust,10,13,4,8,0,1,8,8,12,22,0,4,1,3,0,0,10,30,,,,3,2.9,2,3.2,3.2,2,3.5,3.25,1.91,3.75,3.2,1.83,3.3,3.1,2
D1,22/09/01,Dortmund,Leverkusen,1,1,D,1,0,H,68600,J\FCrgen Jansen ,7,8,3,5,0,0,4,4,24,28,5,2,3,3,0,0,30,30,,,,2.1,2.9,2.9,2.1,3.25,2.87,2.2,3,3,2,3.2,3.2,2,3.1,3.3
D1,22/09/01,FC Koln,Nurnberg,1,2,A,1,2,A,29000,Edgar Steinborn,16,12,5,4,0,0,6,1,19,15,2,5,2,0,0,0,20,0,,,,1.65,3.1,4,1.57,3.5,5,1.6,3.4,5,1.73,3.4,4,1.66,3.3,4.5
D1,22/09/01,Freiburg,Schalke 04,2,0,H,0,0,D,25000,Peter Gagelmann,12,15,6,6,0,0,3,5,7,16,4,2,0,2,0,0,0,20,,,,2.7,2.9,2.2,2.5,3.25,2.4,2.7,3.2,2.3,2.5,3.2,2.4,2.5,3.1,2.5
D1,22/09/01,Hamburg,Werder Bremen,0,4,A,0,2,A,43000,Lutz Michael Fr\F6hlich ,16,12,5,7,0,0,15,6,15,22,4,0,3,1,0,0,30,10,,,,2,2.9,3,1.91,3.25,3.4,1.91,3.2,3.5,1.91,3.25,3.4,2,2.9,3.6
D1,22/09/01,Kaiserslautern,Hertha,4,1,H,1,0,H,41500,Hartmut Strampe,12,11,8,4,1,1,10,8,20,19,0,2,2,2,0,0,20,20,,,,1.9,2.9,3.2,1.73,3.5,3.75,1.9,3.25,3.5,1.8,3.25,4,1.9,3.1,3.6
D1,22/09/01,Stuttgart,Hansa Rostock,2,1,H,0,1,A,15000,J\F6rg Kessler ,18,4,7,1,0,0,5,0,24,26,1,6,5,3,1,1,75,55,,,,1.7,3.1,3.8,1.73,3.4,4,1.73,3.2,4.33,1.73,3.4,4,1.72,3.2,4.33
D1,23/09/01,M'gladbach,St Pauli,2,2,D,0,0,D,23000,Franz-Xaver Wack,23,3,12,3,0,0,10,5,29,24,1,3,2,3,0,0,20,30,,,,1.6,3.2,4.2,1.5,3.4,6,,,,1.57,3.25,5.5,1.5,3.6,5.5
D1,23/09/01,Munich 1860,Wolfsburg,2,1,H,1,0,H,7000,Thorsten Kinh\F6fer ,13,16,4,3,0,0,8,6,20,29,2,1,3,2,0,2,30,70,,,,1.8,3,3.5,1.67,3.4,4.33,1.75,3.25,4.2,1.73,3.4,4,1.66,3.3,4.5
D1,29/09/01,Hansa Rostock,Munich 1860,2,2,D,1,1,D,16000,Herbert Fandel,18,12,7,3,0,2,9,10,14,15,0,1,2,0,0,0,20,0,,,,2.2,2.9,2.7,,,,2.3,3.1,2.75,2.25,3.1,2.8,2.25,3.2,2.75
D1,29/09/01,Hertha,FC Koln,3,0,H,1,0,H,25000,Hellmut Krug,9,10,4,1,0,0,4,13,27,17,2,1,2,0,0,0,20,0,,,,1.6,3.2,4.2,,,,1.57,3.4,5,1.67,3.25,4.5,1.66,3.4,4.33
D1,29/09/01,Nurnberg,Hamburg,0,0,D,0,0,D,31200,Uwe Kemmling,11,7,3,4,0,1,3,1,12,21,8,4,2,3,0,0,20,30,,,,2.2,2.9,2.7,,,,2.2,3.2,2.88,2.2,3.1,2.88,2.1,3.2,3
D1,29/09/01,Schalke 04,Cottbus,2,0,H,2,0,H,60204,Hermann Albrecht,15,10,4,5,1,0,15,5,20,21,3,1,2,3,0,0,20,30,,,,1.45,3.5,5,,,,1.44,3.6,6.5,1.4,4,6.5,1.44,3.6,6.5
D1,29/09/01,St Pauli,Dortmund,1,2,A,0,2,A,21725,Peter Sippel,6,16,2,8,1,1,6,14,12,23,0,1,2,4,0,0,20,40,,,,3.2,2.9,1.9,,,,3.75,3.25,1.83,3.75,3.25,1.8,3.25,3.4,1.9
D1,29/09/01,Werder Bremen,M'gladbach,1,0,H,0,0,D,33231,Michael Weiner,13,5,7,4,1,0,8,2,14,20,5,1,4,1,0,0,40,10,,,,1.8,3,3.5,1.8,3.25,3.75,1.91,3.25,3.4,1.8,3.25,3.75,1.72,3.25,4.2
D1,29/09/01,Wolfsburg,Kaiserslautern,2,0,H,1,0,H,14000,Alfons Berg,27,19,12,9,0,2,7,15,28,21,1,1,1,2,0,0,10,20,,,,2.8,3,2.1,,,,3,3.2,2.1,3,3.2,2.1,3,3.2,2.1
D1,30/09/01,Bayern Munich,Stuttgart,4,0,H,2,0,H,61000,Florian Meyer,13,7,8,1,1,0,5,7,22,15,4,1,0,2,0,1,0,45,,,,1.45,3.5,5,1.36,4,7,1.36,3.75,8,1.4,3.75,7,1.36,3.75,8
D1,30/09/01,Leverkusen,Freiburg,4,1,H,3,1,H,22500,Helmut Fleischer,17,5,8,4,1,0,6,4,14,21,3,2,1,1,0,0,10,10,,,,1.45,3.5,5,1.4,3.75,7,1.4,3.75,7.5,1.4,4,6.5,1.44,3.6,6.5
D1,13/10/01,Cottbus,Leverkusen,2,3,A,1,2,A,16460,Herbert Fandel,23,11,10,4,0,1,13,0,24,22,2,1,4,3,0,1,40,55,,,,3.3,3,2,3.5,3.2,1.91,,,,3.2,3.2,2,3.4,3.25,1.9
D1,13/10/01,Freiburg,St Pauli,2,2,D,1,1,D,25000,Lutz Michael Fr\F6hlich ,9,6,4,6,1,0,6,5,19,22,2,1,0,3,0,0,0,30,,,,1.6,3.4,4.6,1.57,3.5,5,,,,1.57,3.5,5,1.57,3.3,5.5
D1,13/10/01,Hamburg,Hertha,4,0,H,2,0,H,45000,Edgar Steinborn,15,9,10,5,0,0,5,10,14,13,2,2,1,1,0,0,10,10,,,,2.1,3,3.1,2.37,3.2,2.6,,,,2.38,3.2,2.6,2.37,3.1,2.62
D1,13/10/01,Kaiserslautern,Hansa Rostock,3,1,H,0,1,A,38000,Wolfgang Stark,16,11,6,4,1,0,9,6,13,20,5,7,0,3,0,0,0,30,,,,1.4,3.9,6,1.44,3.6,6.5,,,,1.36,4,7,1.4,3.75,7
D1,13/10/01,M'gladbach,Dortmund,1,2,A,0,2,A,34500,J\FCrgen Aust,15,11,7,6,1,0,14,4,23,19,2,6,3,2,0,1,30,45,,,,2.7,2.9,2.4,2.75,3.2,2.25,,,,2.75,3,2.38,2.75,3.2,2.25
D1,13/10/01,Munich 1860,Bayern Munich,1,5,A,1,2,A,69000,Hellmut Krug,13,16,5,9,0,0,3,7,13,11,0,0,4,0,0,0,40,0,,,,4,3.1,1.75,4.33,3.4,1.67,,,,4.5,3.5,1.62,4.5,3.3,1.66
D1,13/10/01,Stuttgart,Schalke 04,3,0,H,1,0,H,30000,Michael Weiner,12,10,3,3,0,0,6,7,13,14,2,1,1,4,0,0,10,40,,,,2.4,2.9,2.7,2.25,3.2,2.75,,,,2.38,3.2,2.6,2.4,3.1,2.6
D1,14/10/01,FC Koln,Wolfsburg,0,4,A,0,2,A,29000,Hermann Albrecht,9,17,4,7,0,1,7,4,16,22,2,4,2,1,0,0,20,10,,,,2,3.1,3.2,1.73,3.4,4,,,,1.91,3.2,3.5,1.83,3.3,3.6
D1,14/10/01,Werder Bremen,Nurnberg,3,0,H,1,0,H,26650,Lutz Wagner,16,6,10,1,0,0,4,2,15,12,9,7,1,1,0,0,10,10,,,,1.6,3.4,4.6,1.57,3.5,5,,,,1.62,3.5,4.5,1.57,3.5,5
D1,20/10/01,Bayern Munich,Kaiserslautern,4,1,H,3,0,H,63000,J\FCrgen Jansen,9,4,6,2,1,0,5,4,12,15,2,1,0,1,0,0,0,10,1.55,3.55,5.25,1.55,3.5,4.8,1.57,3.5,5,,,,1.62,3.5,4.5,1.57,3.5,5
D1,20/10/01,Hansa Rostock,FC Koln,3,0,H,0,0,D,20000,Hartmut Strampe,23,10,9,3,0,3,10,4,16,11,2,3,1,1,0,0,10,10,2.15,3,3.15,2,3.1,3.2,2.1,3.2,3,,,,2.1,3.2,3,2,3.2,3.2
D1,20/10/01,Hertha,Werder Bremen,3,1,H,2,1,H,25000,Markus Merk,13,8,6,5,0,1,2,2,14,26,3,0,3,4,0,1,30,65,1.85,3.2,3.85,1.9,3.1,3.5,1.8,3.25,3.75,,,,1.91,3.2,3.5,1.9,3.25,3.4
D1,20/10/01,Leverkusen,Stuttgart,4,1,H,1,1,D,22500,Peter Sippel,16,4,7,3,0,0,6,1,24,24,2,3,2,1,0,0,20,10,1.5,3.6,5.8,1.55,3.5,4.8,1.4,3.75,7,,,,1.5,3.6,5.5,1.53,3.4,5.5
D1,20/10/01,Nurnberg,M'gladbach,1,2,A,0,1,A,21000,J\F6rg Kessler,12,7,4,4,1,0,14,4,16,10,2,3,3,3,0,0,30,30,2.15,3,3.15,2.1,3,3.1,2.25,3.4,2.62,,,,2.1,3.2,3,2.1,3.2,3
D1,20/10/01,Schalke 04,Munich 1860,1,0,H,1,0,H,60200,Peter Gagelmann,12,15,3,7,0,1,3,5,11,10,4,2,3,2,0,0,30,20,1.55,3.55,5.25,1.55,3.5,4.8,1.5,3.6,5.5,,,,1.62,3.25,5,1.57,3.5,5
D1,20/10/01,St Pauli,Cottbus,4,0,H,1,0,H,16200,Torsten Koop,17,12,7,3,0,1,10,4,18,17,8,2,1,3,0,1,10,55,2.15,3.1,3.05,2.3,2.8,2.9,2.25,3.4,2.62,,,,2.2,3.2,2.8,2.25,3.2,2.75
D1,21/10/01,Dortmund,Freiburg,0,2,A,0,1,A,68600,Alfons Berg,12,7,6,4,0,0,7,0,15,13,6,1,1,1,0,0,10,10,1.4,4,6.7,1.4,3.9,6,1.33,4,8,,,,1.36,4,7,1.36,3.75,8
D1,21/10/01,Wolfsburg,Hamburg,0,1,A,0,0,D,19080,Franz-Xaver Wack,15,14,6,7,0,1,6,6,25,31,2,2,3,3,0,0,30,30,2.1,3.2,3.1,2.1,3,3.1,1.91,3.25,3.4,,,,2,3.2,3.2,2.1,3.2,3
D1,27/10/01,Cottbus,Dortmund,0,2,A,0,0,D,21000,Uwe Kemmling,8,10,5,5,0,1,1,5,28,15,3,4,4,5,0,0,40,50,3.35,3.15,2,3.2,3.1,2,3.5,3.2,1.91,3.2,3.25,2,3.5,3.2,1.91,3.4,3.25,1.9
D1,27/10/01,FC Koln,Bayern Munich,0,2,A,0,1,A,42000,Lutz-Michael Fr\F6hlich,10,12,4,5,0,1,1,6,15,13,2,0,2,1,0,0,20,10,4.05,3.3,1.76,3.6,3.2,1.8,4.33,3.4,1.67,4.75,3.25,1.67,4,3.4,1.73,4.33,3.4,1.66
D1,27/10/01,Kaiserslautern,Schalke 04,0,0,D,0,0,D,40000,Helmut Fleischer,12,10,6,5,0,1,5,9,19,15,2,4,1,3,0,0,10,30,1.83,3.25,3.8,2,3.1,3.2,1.73,3.4,4,1.75,3.25,4,1.83,3.2,3.75,1.8,3.3,3.75
D1,27/10/01,M'gladbach,Freiburg,2,2,D,1,1,D,25000,Markus Merk,17,8,7,7,0,0,6,4,13,19,4,1,1,3,0,0,10,30,1.98,3.15,3.4,2.1,3,3.1,2,3.4,3,2,3.25,3.25,2,3.2,3.2,2,3.2,3.2
D1,27/10/01,Munich 1860,Leverkusen,1,4,A,1,1,D,35000,Hartmut Strampe,11,9,6,5,1,0,0,8,16,13,0,0,2,3,0,1,20,55,3,3.1,2.15,3.2,3.1,2,3.2,3.2,2,3.3,3.2,1.95,3.2,3.2,2,3.2,3.2,2
D1,27/10/01,Stuttgart,St Pauli,2,0,H,1,0,H,20000,Herbert Fandel,16,8,7,3,2,0,2,5,18,11,2,2,1,2,0,1,10,45,1.55,3.45,5.5,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.6,5.5,1.57,3.5,5
D1,27/10/01,Werder Bremen,Wolfsburg,1,0,H,0,0,D,28500,Edgar Steinborn,16,6,8,3,1,0,5,6,19,24,10,4,2,2,0,0,20,20,1.73,3.3,4.25,1.8,3.1,3.8,1.67,3.4,4.33,1.7,3.25,4.33,1.8,3.25,3.75,1.66,3.4,4.33
D1,28/10/01,Hamburg,Hansa Rostock,0,1,A,0,1,A,40000,Hermann Albrecht,12,11,7,9,0,0,6,8,15,25,1,4,4,1,0,0,40,10,1.57,3.5,5,1.6,3.4,4.6,1.57,3.5,5,1.62,3.4,4.75,1.67,3.4,4.33,1.57,3.5,5
D1,28/10/01,Nurnberg,Hertha,1,3,A,0,1,A,25000,Peter Gagelmann,9,10,6,6,0,0,4,4,15,14,0,5,3,3,0,0,30,30,2.58,3.05,2.5,2.7,3,2.3,2.6,3.2,2.37,2.6,3.2,2.4,2.6,3.2,2.38,2.5,3.3,2.37
D1,03/11/01,Bayern Munich,Hamburg,3,0,H,0,0,D,55000,Alfons Berg,20,8,10,2,0,0,8,8,15,23,3,2,1,1,0,0,10,10,1.27,4.8,8.25,1.35,4,7,1.28,4.33,9,1.29,4.5,9,1.3,4.33,8,1.25,5,8
D1,03/11/01,Dortmund,Stuttgart,1,0,H,0,0,D,65000,Wolfgang Stark,5,6,4,3,0,1,4,2,22,16,6,2,2,1,0,0,20,10,1.52,3.6,5.6,1.6,3.4,4.6,1.5,3.6,5.5,1.57,3.4,5.5,1.57,3.25,5.5,1.5,3.6,5.5
D1,03/11/01,Hansa Rostock,Werder Bremen,0,1,A,0,0,D,17000,J\FCrgen Aust ,14,13,4,7,1,3,6,7,8,9,2,3,2,2,0,0,20,20,2.35,3.05,2.75,2.2,3,2.9,2.25,3.4,2.62,2.25,3.2,2.8,2.25,3.2,2.75,2.3,3.1,2.75
D1,03/11/01,Leverkusen,Kaiserslautern,2,1,H,1,1,D,22500,Florian Meyer,10,8,7,2,0,0,12,3,17,24,4,3,3,3,0,0,30,30,1.65,3.3,4.7,1.6,3.4,4.6,1.5,3.4,6,1.5,3.5,6,1.67,3.25,4.5,1.53,3.6,5
D1,03/11/01,Schalke 04,FC Koln,3,1,H,1,1,D,60204,Lutz Wagner,22,6,10,3,1,0,10,2,18,20,0,0,1,2,0,1,10,45,1.45,3.75,6.25,1.55,3.5,4.8,1.44,3.6,6.5,1.4,4,7,1.44,3.75,6,1.4,3.75,7
D1,03/11/01,St Pauli,Munich 1860,0,3,A,0,1,A,20735,Michael Weiner,20,8,8,4,0,0,10,5,20,29,2,1,3,5,0,0,30,50,2.3,3.1,2.8,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.25,3.2,2.75,2.3,3.25,2.62
D1,03/11/01,Wolfsburg,Nurnberg,5,0,H,2,0,H,14000,Torsten Koop,17,7,10,4,0,0,3,6,11,15,7,3,2,1,0,0,20,10,1.68,3.4,4.4,1.55,3.5,4.8,1.61,3.5,4.5,1.62,3.25,5,1.67,3.4,4.33,1.57,3.5,5
